Hours_Studied,Attendance,Parental_Involvement,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Physical_Activity,Gender,Exam_Score
21,90,Low,Yes,8,62,Low,Yes,2,Medium,High,Public,5,Male,67
21,70,Low,Yes,4,94,Medium,Yes,0,Low,High,Private,2,Male,65
17,78,Medium,No,8,88,Medium,Yes,0,Low,Medium,Public,3,Female,65
17,75,Medium,Yes,6,80,Medium,No,1,Low,Medium,Private,5,Male,65
21,99,Medium,No,8,85,High,Yes,4,Medium,Medium,Public,4,Male,73
11,76,Medium,Yes,7,71,Medium,No,1,Medium,Low,Public,2,Male,62
12,63,Medium,Yes,5,69,Low,Yes,0,Medium,High,Public,2,Female,60
16,64,Low,Yes,9,58,Low,Yes,1,Medium,Medium,Public,3,Female,61
19,84,Low,Yes,8,90,High,Yes,2,Low,Medium,Private,3,Male,67
22,84,High,No,8,69,Medium,No,3,Medium,High,Private,4,Male,70
29,77,Low,No,6,85,Medium,Yes,1,Medium,Medium,Public,1,Male,69
25,77,Medium,Yes,8,65,High,No,0,Medium,Medium,Public,5,Female,66
19,62,Medium,No,5,90,Low,Yes,2,Low,High,Public,3,Male,64
20,81,High,Yes,4,55,Medium,Yes,1,High,Medium,Private,2,Male,68
14,80,High,Yes,5,81,Medium,Yes,1,Low,Medium,Public,4,Female,67
20,66,Medium,No,6,90,High,Yes,0,Medium,Medium,Public,1,Female,64
18,64,Medium,Yes,6,83,High,Yes,2,Low,Medium,Public,2,Male,65
22,65,Low,Yes,6,85,Medium,Yes,2,High,Medium,Public,3,Female,66
15,64,Medium,Yes,6,76,High,Yes,2,Medium,Medium,Private,4,Female,63
23,84,High,Yes,6,78,Low,Yes,2,Low,Low,Public,2,Female,68
29,68,Medium,Yes,4,53,Medium,Yes,1,Medium,Medium,Private,4,Male,66
19,70,Medium,No,7,63,Low,No,3,Low,Low,Public,5,Male,63
22,67,Low,No,7,86,Low,Yes,1,Low,Medium,Public,3,Female,63
24,98,High,Yes,6,97,Medium,Yes,1,Medium,Medium,Public,4,Male,74
18,94,Medium,Yes,9,77,Low,Yes,1,Medium,High,Public,2,Male,70
21,69,High,Yes,7,86,Medium,Yes,2,Low,Medium,Private,3,Male,68
20,73,Medium,Yes,7,84,Medium,Yes,0,Medium,Medium,Public,4,Female,66
21,68,Medium,No,8,100,Low,Yes,0,Medium,Medium,Public,4,Male,63
15,80,Low,No,5,90,Medium,Yes,4,Low,Medium,Public,3,Female,67
20,61,Medium,No,7,81,Medium,Yes,1,Medium,Low,Public,3,Male,62
23,87,High,No,8,56,Medium,Yes,1,Medium,High,Public,3,Male,71
29,81,High,No,7,68,Medium,Yes,2,Medium,Medium,Public,4,Male,72
26,96,Medium,Yes,5,63,Medium,No,1,High,Medium,Private,2,Male,72
33,67,Medium,Yes,6,93,High,Yes,0,Low,High,Public,3,Female,68
15,92,Medium,Yes,7,72,Low,Yes,1,Medium,Medium,Public,5,Female,66
25,92,Medium,No,4,77,Medium,Yes,0,Low,Medium,Public,3,Male,70
21,65,Medium,Yes,5,98,High,No,2,Low,Medium,Private,4,Male,66
33,76,Medium,Yes,10,92,Low,Yes,1,High,Medium,Private,3,Female,72
15,67,High,Yes,8,89,Low,Yes,0,High,High,Public,4,Female,64
15,70,High,No,9,57,Medium,Yes,1,Medium,Medium,Private,3,Female,63
16,71,Medium,No,8,51,Medium,Yes,0,Low,Medium,Public,2,Female,61
7,82,High,Yes,8,56,Medium,Yes,0,Low,Medium,Private,2,Male,62
17,76,Medium,No,7,87,High,Yes,1,Medium,High,Public,4,Female,68
15,98,Low,Yes,8,71,Low,Yes,1,Medium,Medium,Public,3,Male,68
21,65,Low,No,9,56,High,Yes,1,Medium,Medium,Public,5,Male,63
22,99,Medium,Yes,8,87,Low,Yes,1,Medium,Medium,Private,4,Female,70
31,69,High,Yes,7,60,Medium,Yes,1,Low,Medium,Public,3,Female,68
26,91,High,Yes,7,79,Medium,Yes,1,Low,Medium,Private,5,Female,72
17,74,Medium,Yes,8,87,Medium,Yes,4,Low,Low,Public,3,Male,67
15,66,Low,No,6,80,Medium,No,1,Low,Medium,Private,1,Male,61
23,94,Low,No,8,100,Medium,No,0,Low,Medium,Public,3,Male,69
12,72,Medium,Yes,6,72,High,Yes,2,Low,High,Private,2,Female,61
31,86,High,Yes,6,66,Medium,Yes,3,Medium,Medium,Public,3,Male,75
27,83,High,No,5,60,Medium,Yes,0,High,Low,Public,2,Female,68
17,79,Medium,Yes,6,75,Low,Yes,1,Medium,High,Public,4,Male,65
10,80,High,Yes,6,93,High,Yes,4,Medium,,Public,3,Female,67
28,89,Medium,Yes,10,97,High,Yes,3,Medium,Low,Public,6,Female,75
19,64,Low,No,6,99,Medium,Yes,1,Medium,Medium,Public,3,Male,64
27,87,Medium,No,8,77,Medium,Yes,1,Low,High,Public,4,Male,70
10,96,High,No,6,80,Medium,No,0,Medium,Medium,Public,4,Female,67
16,62,Medium,Yes,7,79,Low,Yes,2,Medium,Medium,Public,3,Male,63
20,66,High,No,7,73,Medium,Yes,1,Medium,Medium,Public,4,Female,65
20,89,Medium,Yes,4,58,Medium,Yes,1,Medium,Medium,Public,3,Female,67
17,77,Low,Yes,5,53,Medium,Yes,2,High,Medium,Public,3,Male,86
24,76,Low,No,6,72,High,Yes,3,Medium,High,Public,3,Female,67
14,65,High,No,5,59,Low,Yes,1,High,Medium,Public,4,Male,63
19,80,Medium,No,7,94,Medium,Yes,0,Medium,Low,Public,3,Female,66
21,65,High,No,7,88,Low,Yes,2,Low,Medium,Private,1,Male,65
23,79,Medium,No,5,81,Medium,Yes,1,Medium,Medium,Private,3,Female,67
24,91,Medium,No,7,52,Low,Yes,0,High,High,Public,4,Male,69
13,70,High,No,6,81,Medium,Yes,2,Medium,Low,Public,2,Male,66
11,79,Medium,Yes,7,81,Medium,Yes,1,High,Medium,Public,2,Male,64
28,100,High,Yes,6,72,Medium,Yes,1,Low,Medium,Public,2,Female,73
22,87,Low,No,8,83,Low,Yes,1,Low,Medium,Public,1,Male,66
16,94,Medium,No,9,93,Low,Yes,1,Low,Medium,Public,4,Female,68
29,77,High,Yes,8,88,Low,Yes,0,Medium,High,Public,4,Male,70
21,91,High,No,9,74,Medium,Yes,2,Low,Low,Private,2,Female,69
27,62,Medium,Yes,5,63,Low,Yes,4,High,Medium,Public,4,Female,67
20,65,Medium,No,6,74,Low,Yes,0,Medium,Medium,Private,3,Male,62
32,68,Medium,No,8,97,High,Yes,1,Low,Medium,Public,2,Male,68
31,76,Medium,Yes,9,91,Medium,Yes,1,Low,Medium,Private,4,Male,72
19,94,Low,No,8,51,Medium,Yes,3,Medium,Low,Private,5,Male,69
26,74,Low,No,5,89,Low,Yes,3,High,High,Private,2,Male,66
24,86,High,No,6,59,Medium,Yes,1,Low,Medium,Public,3,Female,70
28,88,High,No,8,79,Medium,Yes,0,Medium,Medium,Public,3,Male,71
14,83,Medium,Yes,7,90,Medium,Yes,0,Low,Low,Public,3,Female,65
24,74,High,Yes,6,78,Medium,Yes,3,Low,High,Public,3,Female,70
26,83,Low,No,7,70,High,No,2,Medium,High,Public,4,Male,65
9,74,Medium,No,7,66,Low,Yes,1,High,High,Private,3,Female,62
13,63,High,Yes,5,65,Medium,Yes,2,High,Medium,Private,2,Male,62
8,100,High,Yes,8,92,Medium,Yes,1,Medium,High,Public,3,Female,70
18,65,Medium,Yes,6,91,Medium,No,5,Low,Medium,Private,3,Male,66
24,63,High,Yes,7,91,Low,Yes,4,Low,Medium,Private,4,Female,67
29,95,Medium,No,9,64,Medium,Yes,1,Medium,High,Public,3,Female,72
20,72,High,Yes,7,90,Low,Yes,0,Low,High,Private,3,Female,66
30,86,Medium,Yes,8,52,Medium,Yes,2,Medium,Medium,Public,2,Female,68
12,73,High,No,5,60,Medium,Yes,1,Low,Medium,Public,4,Male,62
10,76,Low,Yes,8,76,Medium,Yes,2,High,High,Private,3,Male,64
20,70,Medium,No,8,70,Medium,Yes,0,Low,Medium,Public,5,Female,65
22,74,Medium,Yes,6,56,Low,Yes,4,Medium,High,Public,3,Male,66
20,76,Medium,No,7,52,Medium,Yes,2,Low,High,Private,3,Female,64
8,89,Medium,Yes,7,81,Low,Yes,4,Low,Medium,Public,3,Male,67
19,80,High,Yes,7,66,Low,Yes,4,Medium,Medium,Public,4,Female,69
12,98,High,Yes,8,51,Medium,Yes,0,Medium,Low,Public,5,Male,68
24,62,Medium,No,6,72,High,Yes,2,Low,Low,Public,4,Male,64
22,80,High,Yes,7,65,Medium,Yes,2,High,Medium,Private,2,Female,68
14,83,Low,Yes,9,79,Medium,Yes,1,Medium,Low,Public,3,Male,64
17,97,Medium,No,9,96,High,Yes,0,High,Medium,Public,1,Male,71
14,62,High,Yes,8,65,Low,Yes,3,Low,Medium,Public,2,Male,61
20,83,Low,No,7,100,Medium,Yes,4,Low,Medium,Public,3,Male,68
26,94,High,Yes,10,54,Low,Yes,2,High,Medium,Public,5,Male,73
14,70,High,Yes,9,54,Medium,No,3,Medium,Medium,Public,1,Male,64
23,95,Medium,Yes,7,86,Medium,Yes,3,Low,Medium,Public,4,Male,72
17,61,Medium,Yes,7,87,High,Yes,5,Medium,Medium,Public,3,Male,65
15,89,Medium,Yes,6,71,Medium,Yes,1,Medium,High,Public,4,Female,68
19,97,High,Yes,8,64,Medium,Yes,2,Low,High,Public,3,Male,71
14,86,Medium,Yes,8,90,Medium,No,3,Medium,,Public,3,Male,65
17,78,Medium,No,8,98,Low,Yes,2,Medium,Medium,Private,2,Male,66
13,62,Low,No,7,99,Medium,Yes,4,Medium,Low,Public,1,Female,63
32,97,Medium,No,5,82,Medium,Yes,1,Medium,Medium,Public,3,Male,74
20,79,High,Yes,7,87,Low,No,2,Medium,High,Private,4,Female,66
16,61,Medium,No,8,91,High,Yes,2,Medium,High,Public,3,Male,63
21,88,High,Yes,6,90,High,Yes,2,High,Medium,Private,4,Male,72
19,79,Medium,No,7,100,Low,Yes,1,High,High,Public,2,Female,69
19,65,Medium,Yes,9,91,Medium,Yes,1,Medium,High,Public,4,Male,67
24,69,Low,No,5,83,Low,Yes,3,Low,Medium,Private,3,Male,66
25,63,High,No,7,69,Medium,Yes,0,Low,High,Private,5,Female,64
17,83,Low,No,9,80,Medium,Yes,4,Medium,High,Public,2,Female,67
17,85,Medium,No,7,94,High,Yes,4,Low,Medium,Public,3,Female,69
18,80,Medium,Yes,6,65,Medium,Yes,2,Low,High,Public,2,Female,65
6,93,Medium,No,7,52,High,Yes,0,Medium,Medium,Public,2,Female,64
11,94,Medium,Yes,8,66,High,No,1,High,Low,Public,4,Female,65
28,85,Medium,Yes,7,98,Medium,Yes,2,Low,High,Private,1,Male,72
30,61,Low,Yes,8,90,Medium,Yes,2,Low,High,Public,2,Female,66
19,88,Medium,No,7,59,Medium,Yes,2,Low,Medium,Public,3,Female,66
23,77,High,Yes,7,51,Medium,Yes,1,Low,Low,Private,3,Male,67
22,83,Medium,Yes,8,83,High,Yes,1,High,Medium,Private,3,Male,69
38,86,Low,Yes,7,79,Low,Yes,3,Low,Medium,Public,3,Male,73
27,74,Medium,No,6,54,Medium,Yes,3,Medium,Medium,Public,3,Female,69
19,97,Medium,No,8,98,Medium,Yes,1,Low,Medium,Private,4,Male,68
14,65,Low,Yes,7,81,Medium,Yes,1,Low,Medium,Public,3,Female,61
10,87,Medium,Yes,6,83,Medium,No,0,Low,Medium,Public,4,Male,63
21,60,Medium,Yes,8,93,Low,Yes,0,Low,Medium,Public,2,Female,63
15,97,Low,Yes,9,67,Medium,Yes,1,Low,High,Public,2,Male,68
11,65,Medium,No,7,78,Medium,Yes,2,Low,Medium,Public,3,Female,63
16,64,High,Yes,7,79,Medium,Yes,3,Medium,Medium,Private,4,Female,66
14,73,High,Yes,5,98,Medium,Yes,2,Low,Medium,Public,4,Female,65
30,75,High,No,7,57,High,Yes,0,Low,Medium,Public,1,Female,68
25,69,Medium,Yes,7,88,High,Yes,0,Low,Medium,Public,4,Female,66
20,83,Low,No,7,79,Low,No,2,Medium,Medium,Public,5,Male,66
29,78,High,No,6,92,Medium,Yes,2,Low,Medium,Private,4,Male,70
20,61,Low,Yes,8,92,Medium,Yes,0,Medium,Medium,Public,2,Female,61
15,73,Medium,Yes,7,51,Medium,Yes,2,Low,High,Private,3,Male,61
29,92,Medium,Yes,10,63,High,Yes,1,Low,High,Private,4,Male,71
23,88,Low,Yes,7,59,Medium,Yes,1,Medium,Medium,Public,2,Male,67
14,89,High,Yes,4,73,Medium,Yes,2,Medium,High,Public,3,Male,70
19,88,High,No,5,95,Medium,Yes,2,Low,Medium,Private,4,Male,69
15,72,High,No,8,50,Medium,Yes,2,Medium,Medium,Public,4,Female,65
12,64,High,Yes,6,74,High,Yes,0,Medium,Medium,Public,2,Male,61
26,71,Medium,No,6,94,Low,Yes,3,Low,Medium,Public,4,Male,68
31,93,High,Yes,5,96,Medium,Yes,2,Low,Medium,Public,2,Male,74
12,99,Medium,No,6,83,Low,Yes,1,Medium,Medium,Public,3,Female,67
23,80,Medium,Yes,7,91,Low,Yes,5,High,Medium,Public,1,Female,70
16,60,Low,Yes,8,66,Low,Yes,1,High,High,Private,2,Female,59
17,66,High,No,5,64,Low,Yes,0,Medium,High,Private,2,Male,64
16,73,High,Yes,8,52,Medium,Yes,2,Medium,High,Public,4,Female,66
15,83,Low,Yes,5,75,Medium,Yes,1,Medium,Medium,Public,3,Female,63
20,63,Low,Yes,8,73,Low,Yes,0,High,Medium,Public,3,Female,61
15,98,Low,Yes,8,69,Low,Yes,2,Low,Medium,Public,4,Female,68
22,75,Medium,No,6,56,Low,Yes,3,Medium,Medium,Private,3,Male,65
20,97,Medium,No,5,62,Medium,Yes,1,Medium,Medium,Private,4,Male,69
19,91,High,Yes,8,60,Medium,Yes,2,Low,Medium,Private,4,Male,68
15,90,Medium,Yes,6,97,Low,Yes,2,High,High,Public,2,Male,69
17,84,Medium,Yes,7,98,High,Yes,1,Low,High,Public,2,Female,67
25,85,High,No,8,50,High,Yes,1,High,Medium,Public,1,Female,70
23,86,Medium,Yes,8,59,Low,Yes,1,Low,Medium,Public,3,Female,68
14,85,Medium,No,6,94,Low,Yes,0,High,Medium,Public,4,Male,67
21,82,High,No,7,52,Medium,Yes,4,Low,Medium,Public,3,Male,67
25,99,High,Yes,6,97,High,Yes,0,Medium,Medium,Public,3,Male,75
10,89,Low,Yes,8,69,Low,Yes,3,Low,Medium,Public,4,Male,63
23,91,Low,No,9,77,High,Yes,1,Low,Medium,Public,5,Male,70
16,95,Medium,Yes,6,88,Low,Yes,2,High,High,Public,4,Female,70
23,69,Medium,Yes,7,62,Medium,Yes,1,Medium,Medium,Public,4,Male,64
15,63,Medium,No,8,55,Low,Yes,0,Medium,Low,Public,3,Female,59
9,79,Medium,No,7,90,High,Yes,1,High,Low,Public,3,Male,63
10,81,High,Yes,8,99,Medium,No,2,Medium,Medium,Public,4,Female,67
20,93,Low,Yes,7,83,Medium,Yes,0,Medium,Medium,Private,2,Male,68
22,78,Medium,Yes,5,91,Low,Yes,0,Medium,High,Private,3,Male,68
15,83,Medium,No,7,97,Medium,Yes,2,Low,High,Private,2,Female,97
24,81,Medium,No,9,61,Medium,Yes,1,Low,Low,Public,4,Female,66
10,62,Medium,No,7,68,High,Yes,3,Medium,Medium,Public,3,Male,61
20,85,High,No,9,61,High,Yes,2,High,Medium,Public,3,Male,70
13,93,Low,Yes,4,53,High,Yes,1,Medium,Low,Public,1,Male,65
16,66,Low,Yes,8,87,High,Yes,3,Medium,Medium,Public,2,Female,64
20,84,Medium,Yes,6,57,High,Yes,2,Medium,Medium,Public,4,Female,69
15,84,Medium,No,6,55,Low,Yes,1,Medium,Medium,Private,2,Male,64
18,67,Low,Yes,9,68,Low,Yes,2,Low,High,Private,2,Male,61
26,65,Low,No,7,53,Low,Yes,3,High,Medium,Public,2,Female,64
17,99,Medium,No,6,59,Medium,Yes,0,Medium,Medium,Public,3,Male,68
25,76,Medium,No,8,53,High,Yes,1,High,High,Public,3,Female,67
13,69,High,No,4,94,Medium,Yes,3,Low,Low,Public,3,Male,62
23,67,Medium,Yes,9,89,Medium,Yes,2,Low,High,Public,2,Female,66
29,87,Medium,Yes,10,93,High,Yes,1,Low,Medium,Public,4,Male,72
5,84,Medium,Yes,8,93,High,Yes,4,High,High,Public,3,Male,68
15,86,Medium,Yes,8,97,Medium,Yes,4,High,Medium,Public,3,Male,71
23,64,Medium,Yes,7,59,High,Yes,3,Medium,Medium,Public,2,Female,65
19,96,Medium,Yes,5,95,Low,No,2,Medium,Low,Private,3,Female,68
22,76,Medium,No,9,76,Medium,Yes,2,Low,High,Public,5,Female,65
16,73,High,Yes,8,58,Medium,Yes,1,Medium,Medium,Public,4,Female,64
21,78,Medium,No,8,83,Medium,Yes,2,Medium,Medium,Public,4,Male,65
19,76,High,Yes,8,66,Low,Yes,0,Low,High,Private,4,Male,65
27,95,High,No,7,52,High,Yes,3,Medium,High,Private,3,Female,73
22,97,Medium,Yes,6,54,Medium,Yes,1,Low,High,Public,3,Male,72
22,72,Low,Yes,10,71,Medium,Yes,1,Medium,Medium,Private,1,Male,64
18,95,Medium,Yes,7,91,Low,Yes,0,Low,Medium,Public,4,Male,69
17,91,Medium,No,6,66,High,Yes,1,High,Medium,Private,3,Male,69
17,97,Medium,Yes,9,88,Medium,No,0,Medium,Medium,Public,2,Male,70
22,70,Low,No,7,53,Low,Yes,1,Low,Medium,Public,3,Female,83
17,83,High,No,7,70,Low,Yes,3,Low,Medium,Private,5,Female,68
22,71,Low,Yes,9,56,High,Yes,1,Low,High,Public,3,Female,84
32,93,Medium,Yes,8,93,High,Yes,1,Medium,High,Public,3,Female,75
25,60,Low,No,8,98,Medium,Yes,1,Medium,Medium,Public,5,Female,67
18,83,Medium,Yes,5,66,Medium,Yes,0,High,Medium,Private,4,Male,69
27,74,High,No,8,99,High,No,3,Medium,Medium,Public,4,Male,71
18,73,Medium,Yes,5,88,Medium,Yes,1,Medium,Medium,Public,5,Female,66
8,86,Medium,No,6,50,High,Yes,1,Medium,Medium,Public,2,Male,65
14,94,High,No,7,74,Medium,Yes,1,High,Medium,Private,5,Male,70
9,84,High,No,7,92,High,Yes,1,Low,High,Public,4,Male,66
18,94,High,Yes,8,77,Medium,Yes,3,Medium,High,Public,4,Male,74
20,71,High,No,8,77,Medium,Yes,0,High,,Private,4,Male,66
30,81,Medium,No,8,72,Low,Yes,0,Low,Medium,Public,2,Male,68
22,78,Medium,Yes,5,70,Medium,Yes,2,Low,Medium,Public,1,Male,68
19,60,Medium,No,10,51,Medium,Yes,0,Medium,Medium,Public,3,Female,62
25,82,Medium,Yes,7,81,Medium,Yes,2,Medium,Medium,Private,2,Male,71
7,86,Medium,No,9,88,Medium,Yes,2,Low,Medium,Public,2,Female,63
21,84,High,No,4,90,Medium,Yes,2,Medium,Low,Public,3,Male,69
25,89,Medium,Yes,7,81,High,Yes,3,Medium,Medium,Public,0,Male,71
11,83,High,Yes,5,67,Medium,Yes,1,Medium,Medium,Public,2,Male,66
27,63,Medium,No,6,51,Low,Yes,0,Low,Medium,Public,2,Male,64
22,65,Medium,Yes,7,95,Low,Yes,3,Low,Medium,Public,2,Female,65
18,84,Medium,No,6,71,Medium,Yes,4,Medium,Low,Public,2,Female,69
24,71,Medium,No,9,80,Medium,Yes,2,Medium,High,Private,3,Female,66
34,63,Medium,Yes,10,60,Low,Yes,1,Medium,Medium,Public,4,Female,67
21,77,Medium,Yes,6,57,Medium,Yes,4,Low,Medium,Public,5,Male,65
21,82,Low,Yes,6,54,High,Yes,3,Low,Medium,Public,2,Male,65
17,73,High,No,5,90,High,Yes,1,Low,Medium,Private,4,Male,67
15,89,Low,Yes,9,82,Low,Yes,1,Medium,Medium,Public,3,Male,66
25,86,Medium,Yes,7,81,Low,Yes,1,High,Low,Public,1,Male,69
15,73,Medium,No,7,96,Low,Yes,1,Low,Medium,Public,2,Male,64
20,90,Medium,Yes,7,58,High,Yes,1,High,High,Private,4,Male,70
17,86,High,Yes,7,59,Low,Yes,3,Low,Medium,Public,3,Male,68
23,85,High,Yes,6,59,Low,Yes,1,Medium,Medium,Public,1,Male,68
22,82,High,Yes,7,71,Low,Yes,1,High,,Private,3,Female,69
26,60,Medium,Yes,7,94,High,Yes,3,High,Medium,Public,2,Female,68
17,88,Medium,Yes,8,94,Medium,Yes,5,Medium,Medium,Public,2,Female,70
18,75,High,Yes,5,80,Medium,Yes,2,Low,High,Public,3,Female,67
14,98,High,Yes,7,83,Medium,No,3,Low,Medium,Public,3,Male,72
17,93,High,No,6,95,Medium,Yes,1,Low,Medium,Public,4,Male,69
22,84,High,No,7,81,Medium,Yes,1,Medium,Low,Private,3,Male,69
25,70,Low,Yes,8,61,Low,No,3,Low,Medium,Public,4,Female,64
14,68,Low,Yes,6,85,Medium,Yes,2,Medium,Medium,Public,3,Female,63
25,74,High,Yes,9,88,Medium,Yes,3,Medium,High,Public,3,Male,70
28,79,High,Yes,4,82,Medium,Yes,0,Medium,Medium,Private,3,Male,70
22,72,High,Yes,9,64,Low,Yes,1,Medium,Medium,Public,2,Female,66
31,81,Medium,No,9,70,Low,Yes,1,Low,Medium,Public,4,Female,70
15,67,Medium,Yes,6,74,High,Yes,0,High,Medium,Public,2,Female,66
13,99,Medium,Yes,6,57,Medium,Yes,1,Low,Medium,Public,5,Male,68
9,64,Medium,No,5,73,Medium,Yes,1,Medium,Medium,Public,4,Male,61
29,97,Medium,No,8,58,Medium,Yes,1,High,Medium,Private,4,Female,72
24,97,High,No,7,75,Low,Yes,1,Medium,Medium,Public,2,Female,69
20,81,Medium,Yes,6,53,Low,Yes,0,Medium,Low,Public,4,Female,63
22,89,Medium,Yes,5,97,Medium,Yes,2,Medium,Medium,Private,5,Male,72
13,77,Medium,Yes,10,62,Medium,Yes,1,High,Medium,Private,4,Male,65
35,85,Medium,Yes,6,73,High,Yes,1,High,Medium,Public,5,Female,74
21,74,Medium,Yes,7,52,Low,Yes,1,High,Medium,Public,4,Male,62
21,72,High,No,7,60,Low,Yes,0,Low,Medium,Private,4,Male,65
24,83,Low,No,6,85,Low,Yes,1,Low,High,Public,4,Female,68
23,80,Medium,Yes,6,56,Medium,Yes,3,Medium,Medium,Public,2,Male,66
21,83,High,Yes,6,81,Low,Yes,3,High,Medium,Public,4,Male,71
15,71,Medium,No,8,50,Low,Yes,1,Medium,Medium,Public,2,Female,62
23,75,Low,Yes,6,73,Low,Yes,1,Low,Medium,Public,2,Female,65
31,63,Medium,No,9,86,Low,Yes,0,High,Medium,Public,3,Male,68
28,62,Medium,No,6,96,Medium,Yes,4,Medium,High,Public,3,Male,70
30,70,Low,No,8,75,Medium,Yes,1,Medium,,Private,2,Female,67
17,63,Medium,No,4,92,Medium,Yes,2,Low,Medium,Public,4,Female,63
14,64,High,Yes,6,90,Low,Yes,0,Low,High,Private,2,Female,63
19,93,Medium,No,6,65,Medium,Yes,0,Medium,High,Public,3,Male,69
20,62,Low,Yes,5,94,High,Yes,3,Medium,Medium,Public,3,Male,66
27,86,Medium,Yes,7,82,Low,Yes,2,Low,Medium,Public,3,Female,70
10,71,Medium,Yes,7,55,High,Yes,2,Low,High,Public,3,Female,63
29,95,Low,Yes,4,97,Medium,Yes,0,Medium,Medium,Private,4,Female,72
19,79,High,Yes,10,59,Low,Yes,1,Medium,Medium,Public,3,Male,65
17,72,Medium,Yes,7,74,Low,Yes,2,High,Medium,Public,4,Male,67
14,81,Medium,Yes,7,73,Low,No,1,High,Medium,Private,3,Male,63
10,75,High,No,9,81,Medium,Yes,3,Low,High,Public,5,Female,65
25,83,Medium,Yes,8,83,Medium,Yes,2,Low,Medium,Public,1,Female,67
20,65,Medium,Yes,7,62,High,Yes,0,Medium,Medium,Public,0,Male,80
12,100,Medium,Yes,4,68,Medium,Yes,2,Low,Medium,Public,3,Male,68
12,77,Medium,Yes,8,57,Medium,Yes,2,Low,High,Public,2,Male,63
18,74,Medium,No,6,56,Medium,Yes,1,Medium,Medium,Private,3,Male,64
30,88,Medium,No,9,91,Medium,Yes,3,Medium,Low,Public,3,Female,73
18,75,Medium,Yes,6,88,Low,Yes,2,Medium,High,Public,1,Female,66
11,93,Medium,Yes,6,72,Low,Yes,2,Low,Medium,Public,3,Male,66
19,78,High,No,5,55,Medium,Yes,0,Medium,Medium,Public,4,Male,66
18,89,Medium,Yes,5,72,Low,Yes,4,Medium,Low,Public,2,Female,69
4,64,Medium,Yes,7,65,Medium,Yes,1,Medium,High,Public,4,Male,59
20,94,Medium,No,7,89,Medium,Yes,0,Low,Medium,Private,1,Male,68
19,89,Medium,No,6,55,Medium,Yes,1,Low,Medium,Private,3,Female,67
24,68,Medium,Yes,10,73,Low,Yes,1,Medium,Medium,Public,4,Female,64
31,66,Low,Yes,8,80,Low,Yes,0,Low,Low,Private,4,Female,65
27,73,Medium,No,7,99,Low,Yes,1,Low,Medium,Public,4,Male,68
18,99,Medium,Yes,4,54,Low,Yes,0,Medium,Medium,Public,3,Male,70
13,70,Medium,No,8,56,Medium,Yes,2,Medium,High,Public,0,Male,62
35,78,High,Yes,10,99,Medium,Yes,1,Low,Medium,Private,2,Male,72
20,61,Medium,Yes,7,70,Low,Yes,1,Medium,Medium,Private,4,Female,62
20,76,High,Yes,6,87,Low,Yes,1,Low,Medium,Public,4,Male,68
20,83,High,No,7,89,Medium,Yes,3,Low,High,Private,4,Female,69
21,98,High,No,5,66,Low,Yes,3,High,High,Public,5,Male,73
19,81,High,No,8,61,Low,Yes,3,Medium,Medium,Private,5,Male,69
17,93,Medium,Yes,9,64,Medium,Yes,1,Medium,Medium,Public,3,Female,67
17,82,Medium,No,6,88,Low,Yes,2,Low,Low,Private,3,Male,65
20,62,Low,No,6,92,High,Yes,2,Medium,Medium,Public,3,Male,63
17,73,High,Yes,7,85,Medium,Yes,2,Low,Medium,Public,2,Male,66
16,83,Medium,No,6,72,Medium,Yes,1,Low,High,Public,2,Male,66
21,98,Medium,No,5,63,Low,Yes,0,Low,High,Public,2,Male,70
18,94,Medium,No,6,71,Low,Yes,2,High,Medium,Public,3,Male,69
29,69,Medium,No,6,96,Low,Yes,1,High,Medium,Public,4,Female,70
4,69,Medium,No,9,93,Low,No,2,Medium,High,Private,3,Female,58
27,68,Medium,No,9,66,Medium,Yes,3,High,Medium,Private,3,Male,67
27,97,High,Yes,9,66,Low,Yes,1,Low,,Public,3,Male,73
8,94,High,No,8,89,High,Yes,0,Medium,Medium,Public,2,Female,66
18,91,High,Yes,7,71,High,Yes,0,Medium,Medium,Public,3,Male,70
18,76,High,No,6,79,Medium,Yes,1,Medium,Medium,Private,2,Female,67
12,80,Low,No,9,71,High,Yes,1,Low,Low,Private,3,Female,60
15,79,High,No,8,62,Low,Yes,1,Low,Low,Public,3,Male,65
13,70,Medium,No,5,59,Medium,Yes,0,Medium,High,Private,2,Female,63
31,80,High,Yes,6,57,Low,Yes,1,Medium,High,Private,3,Female,72
26,61,Low,Yes,5,51,High,Yes,0,Low,Medium,Private,5,Female,62
28,65,Medium,Yes,4,64,Medium,Yes,6,Medium,High,Public,3,Male,70
24,95,High,Yes,8,59,Medium,Yes,2,Low,High,Public,1,Male,70
13,90,Medium,No,5,63,Medium,Yes,0,Low,Medium,Public,4,Female,64
17,77,Medium,Yes,6,54,Low,Yes,3,Low,Medium,Public,4,Male,64
23,81,Medium,Yes,7,67,Medium,Yes,0,Medium,High,Private,5,Female,67
13,75,Medium,Yes,7,76,High,Yes,1,Medium,High,Public,1,Male,64
24,90,Medium,Yes,6,97,Low,Yes,1,High,High,Public,4,Male,72
19,91,Medium,No,9,67,Medium,Yes,0,Medium,Medium,Private,3,Female,66
